=== RUN   TestUniformMultiFlow
enqueue queue[1]:  631 packets
enqueue queue[1]:  632 packets
enqueue queue[1]:  633 packets
enqueue queue[1]:  634 packets
enqueue queue[1]:  635 packets
enqueue queue[1]:  636 packets
enqueue queue[1]:  637 packets
enqueue queue[1]:  638 packets
enqueue queue[1]:  639 packets
enqueue queue[1]:  640 packets
enqueue queue[1]:  641 packets
enqueue queue[1]:  642 packets
enqueue queue[1]:  643 packets
enqueue queue[1]:  644 packets
enqueue queue[1]:  645 packets
enqueue queue[1]:  646 packets
enqueue queue[1]:  647 packets
enqueue queue[1]:  648 packets
enqueue queue[1]:  649 packets
enqueue queue[1]:  650 packets
enqueue queue[1]:  651 packets
enqueue queue[1]:  652 packets
enqueue queue[1]:  653 packets
enqueue queue[1]:  654 packets
enqueue queue[1]:  655 packets
enqueue queue[1]:  656 packets
enqueue queue[1]:  657 packets
enqueue queue[1]:  658 packets
enqueue queue[1]:  659 packets
enqueue queue[1]:  660 packets
enqueue queue[1]:  661 packets
enqueue queue[1]:  662 packets
enqueue queue[1]:  663 packets
enqueue queue[1]:  664 packets
enqueue queue[1]:  665 packets
enqueue queue[1]:  666 packets
enqueue queue[1]:  667 packets
enqueue queue[1]:  668 packets
enqueue queue[1]:  669 packets
enqueue queue[1]:  670 packets
enqueue queue[1]:  671 packets
enqueue queue[1]:  672 packets
enqueue queue[1]:  673 packets
enqueue queue[1]:  674 packets
enqueue queue[1]:  675 packets
enqueue queue[1]:  676 packets
enqueue queue[1]:  677 packets
enqueue queue[1]:  678 packets
enqueue queue[0]:  831 packets
enqueue queue[1]:  679 packets
enqueue queue[1]:  680 packets
enqueue queue[1]:  681 packets
enqueue queue[1]:  682 packets
enqueue queue[1]:  683 packets
enqueue queue[1]:  684 packets
enqueue queue[1]:  685 packets
enqueue queue[0]:  832 packets
enqueue queue[0]:  833 packets
enqueue queue[0]:  834 packets
enqueue queue[0]:  835 packets
enqueue queue[0]:  836 packets
enqueue queue[0]:  837 packets
enqueue queue[0]:  838 packets
enqueue queue[0]:  839 packets
enqueue queue[0]:  840 packets
enqueue queue[0]:  841 packets
enqueue queue[0]:  842 packets
enqueue queue[0]:  843 packets
enqueue queue[0]:  844 packets
enqueue queue[0]:  845 packets
enqueue queue[0]:  846 packets
enqueue queue[0]:  847 packets
enqueue queue[0]:  848 packets
enqueue queue[0]:  849 packets
enqueue queue[0]:  850 packets
enqueue queue[0]:  851 packets
enqueue queue[0]:  852 packets
enqueue queue[0]:  853 packets
enqueue queue[0]:  854 packets
enqueue queue[0]:  855 packets
enqueue queue[0]:  856 packets
enqueue queue[0]:  857 packets
enqueue queue[0]:  858 packets
enqueue queue[0]:  859 packets
enqueue queue[0]:  860 packets
enqueue queue[0]:  861 packets
enqueue queue[0]:  862 packets
enqueue queue[0]:  863 packets
enqueue queue[0]:  864 packets
enqueue queue[0]:  865 packets
enqueue queue[0]:  866 packets
enqueue queue[0]:  867 packets
enqueue queue[0]:  868 packets
enqueue queue[0]:  869 packets
enqueue queue[0]:  870 packets
enqueue queue[0]:  871 packets
enqueue queue[0]:  872 packets
enqueue queue[0]:  873 packets
enqueue queue[0]:  874 packets
enqueue queue[0]:  875 packets
enqueue queue[0]:  876 packets
enqueue queue[0]:  877 packets
enqueue queue[0]:  878 packets
enqueue queue[0]:  879 packets
enqueue queue[0]:  880 packets
enqueue queue[0]:  881 packets
enqueue queue[0]:  882 packets
enqueue queue[0]:  883 packets
enqueue queue[0]:  884 packets
enqueue queue[0]:  885 packets
enqueue queue[0]:  886 packets
enqueue queue[0]:  887 packets
enqueue queue[0]:  888 packets
enqueue queue[0]:  889 packets
enqueue queue[0]:  890 packets
enqueue queue[0]:  891 packets
enqueue queue[0]:  892 packets
enqueue queue[0]:  893 packets
enqueue queue[0]:  894 packets
enqueue queue[0]:  895 packets
enqueue queue[0]:  896 packets
enqueue queue[0]:  897 packets
enqueue queue[0]:  898 packets
enqueue queue[0]:  899 packets
enqueue queue[0]:  900 packets
enqueue queue[0]:  901 packets
enqueue queue[0]:  902 packets
enqueue queue[0]:  903 packets
enqueue queue[0]:  904 packets
enqueue queue[0]:  905 packets
enqueue queue[0]:  906 packets
enqueue queue[0]:  907 packets
enqueue queue[0]:  908 packets
enqueue queue[0]:  909 packets
enqueue queue[0]:  910 packets
enqueue queue[0]:  911 packets
enqueue queue[0]:  912 packets
enqueue queue[0]:  913 packets
enqueue queue[0]:  914 packets
enqueue queue[0]:  915 packets
enqueue queue[0]:  916 packets
enqueue queue[0]:  917 packets
enqueue queue[0]:  918 packets
enqueue queue[0]:  919 packets
enqueue queue[0]:  920 packets
enqueue queue[0]:  921 packets
enqueue queue[0]:  922 packets
enqueue queue[0]:  923 packets
enqueue queue[0]:  924 packets
enqueue queue[0]:  925 packets
enqueue queue[0]:  926 packets
enqueue queue[0]:  927 packets
enqueue queue[0]:  928 packets
enqueue queue[0]:  929 packets
enqueue queue[0]:  930 packets
enqueue queue[0]:  931 packets
enqueue queue[0]:  932 packets
enqueue queue[0]:  933 packets
enqueue queue[0]:  934 packets
enqueue queue[0]:  935 packets
enqueue queue[1]:  686 packets
enqueue queue[1]:  687 packets
enqueue queue[1]:  688 packets
enqueue queue[1]:  689 packets
enqueue queue[0]:  936 packets
enqueue queue[0]:  937 packets
enqueue queue[0]:  938 packets
enqueue queue[0]:  939 packets
enqueue queue[0]:  940 packets
enqueue queue[0]:  941 packets
enqueue queue[0]:  942 packets
enqueue queue[0]:  943 packets
enqueue queue[0]:  944 packets
enqueue queue[0]:  945 packets
enqueue queue[0]:  946 packets
enqueue queue[0]:  947 packets
enqueue queue[0]:  948 packets
enqueue queue[0]:  949 packets
enqueue queue[0]:  950 packets
enqueue queue[0]:  951 packets
enqueue queue[0]:  952 packets
enqueue queue[0]:  953 packets
enqueue queue[1]:  690 packets
enqueue queue[1]:  691 packets
enqueue queue[1]:  692 packets
enqueue queue[1]:  693 packets
enqueue queue[0]:  954 packets
enqueue queue[0]:  955 packets
enqueue queue[0]:  956 packets
enqueue queue[0]:  957 packets
enqueue queue[1]:  694 packets
enqueue queue[1]:  695 packets
enqueue queue[0]:  958 packets
enqueue queue[0]:  959 packets
enqueue queue[0]:  960 packets
enqueue queue[0]:  961 packets
enqueue queue[0]:  962 packets
enqueue queue[0]:  963 packets
enqueue queue[0]:  964 packets
enqueue queue[0]:  965 packets
enqueue queue[0]:  966 packets
enqueue queue[0]:  967 packets
enqueue queue[0]:  968 packets
enqueue queue[0]:  969 packets
enqueue queue[0]:  970 packets
enqueue queue[0]:  971 packets
enqueue queue[0]:  972 packets
enqueue queue[0]:  973 packets
enqueue queue[0]:  974 packets
enqueue queue[0]:  975 packets
enqueue queue[0]:  976 packets
enqueue queue[0]:  977 packets
enqueue queue[0]:  978 packets
enqueue queue[0]:  979 packets
enqueue queue[0]:  980 packets
enqueue queue[0]:  981 packets
enqueue queue[0]:  982 packets
enqueue queue[0]:  983 packets
enqueue queue[0]:  984 packets
enqueue queue[0]:  985 packets
enqueue queue[0]:  986 packets
enqueue queue[0]:  987 packets
enqueue queue[0]:  988 packets
enqueue queue[0]:  989 packets
enqueue queue[0]:  990 packets
enqueue queue[0]:  991 packets
enqueue queue[0]:  992 packets
enqueue queue[0]:  993 packets
enqueue queue[0]:  994 packets
enqueue queue[0]:  995 packets
enqueue queue[0]:  996 packets
enqueue queue[0]:  997 packets
enqueue queue[0]:  998 packets
enqueue queue[0]:  999 packets
enqueue queue[1]:  696 packets
enqueue queue[1]:  697 packets
enqueue queue[1]:  698 packets
enqueue queue[1]:  699 packets
enqueue queue[1]:  700 packets
enqueue queue[1]:  701 packets
enqueue queue[1]:  702 packets
enqueue queue[1]:  703 packets
enqueue queue[1]:  704 packets
enqueue queue[1]:  705 packets
enqueue queue[1]:  706 packets
enqueue queue[1]:  707 packets
enqueue queue[1]:  708 packets
enqueue queue[1]:  709 packets
enqueue queue[1]:  710 packets
enqueue queue[1]:  711 packets
enqueue queue[1]:  712 packets
enqueue queue[1]:  713 packets
enqueue queue[1]:  714 packets
enqueue queue[1]:  715 packets
enqueue queue[1]:  716 packets
enqueue queue[1]:  717 packets
enqueue queue[1]:  718 packets
enqueue queue[1]:  719 packets
enqueue queue[1]:  720 packets
enqueue queue[1]:  721 packets
enqueue queue[1]:  722 packets
enqueue queue[1]:  723 packets
enqueue queue[1]:  724 packets
enqueue queue[1]:  725 packets
enqueue queue[1]:  726 packets
enqueue queue[1]:  727 packets
enqueue queue[1]:  728 packets
enqueue queue[1]:  729 packets
enqueue queue[1]:  730 packets
enqueue queue[1]:  731 packets
enqueue queue[1]:  732 packets
enqueue queue[1]:  733 packets
enqueue queue[1]:  734 packets
enqueue queue[1]:  735 packets
enqueue queue[1]:  736 packets
enqueue queue[1]:  737 packets
enqueue queue[1]:  738 packets
enqueue queue[1]:  739 packets
enqueue queue[1]:  740 packets
enqueue queue[1]:  741 packets
enqueue queue[1]:  742 packets
enqueue queue[1]:  743 packets
enqueue queue[1]:  744 packets
enqueue queue[1]:  745 packets
enqueue queue[1]:  746 packets
enqueue queue[1]:  747 packets
enqueue queue[1]:  748 packets
enqueue queue[1]:  749 packets
enqueue queue[1]:  750 packets
enqueue queue[1]:  751 packets
enqueue queue[1]:  752 packets
enqueue queue[1]:  753 packets
enqueue queue[1]:  754 packets
enqueue queue[1]:  755 packets
enqueue queue[1]:  756 packets
enqueue queue[1]:  757 packets
enqueue queue[1]:  758 packets
enqueue queue[1]:  759 packets
enqueue queue[1]:  760 packets
enqueue queue[1]:  761 packets
enqueue queue[1]:  762 packets
enqueue queue[1]:  763 packets
enqueue queue[1]:  764 packets
enqueue queue[1]:  765 packets
enqueue queue[1]:  766 packets
enqueue queue[1]:  767 packets
enqueue queue[1]:  768 packets
enqueue queue[1]:  769 packets
enqueue queue[1]:  770 packets
enqueue queue[1]:  771 packets
enqueue queue[1]:  772 packets
enqueue queue[1]:  773 packets
enqueue queue[1]:  774 packets
enqueue queue[1]:  775 packets
enqueue queue[1]:  776 packets
enqueue queue[1]:  777 packets
enqueue queue[1]:  778 packets
enqueue queue[1]:  779 packets
enqueue queue[1]:  780 packets
enqueue queue[1]:  781 packets
enqueue queue[1]:  782 packets
enqueue queue[1]:  783 packets
enqueue queue[1]:  784 packets
enqueue queue[1]:  785 packets
enqueue queue[1]:  786 packets
enqueue queue[1]:  787 packets
enqueue queue[1]:  788 packets
enqueue queue[1]:  789 packets
enqueue queue[1]:  790 packets
enqueue queue[1]:  791 packets
enqueue queue[1]:  792 packets
enqueue queue[1]:  793 packets
enqueue queue[1]:  794 packets
enqueue queue[1]:  795 packets
enqueue queue[1]:  796 packets
enqueue queue[1]:  797 packets
enqueue queue[1]:  798 packets
enqueue queue[1]:  799 packets
enqueue queue[1]:  800 packets
enqueue queue[1]:  801 packets
enqueue queue[1]:  802 packets
enqueue queue[1]:  803 packets
enqueue queue[1]:  804 packets
enqueue queue[1]:  805 packets
enqueue queue[1]:  806 packets
enqueue queue[1]:  807 packets
enqueue queue[1]:  808 packets
enqueue queue[1]:  809 packets
enqueue queue[1]:  810 packets
enqueue queue[1]:  811 packets
enqueue queue[1]:  812 packets
enqueue queue[1]:  813 packets
enqueue queue[1]:  814 packets
enqueue queue[1]:  815 packets
enqueue queue[1]:  816 packets
enqueue queue[1]:  817 packets
enqueue queue[1]:  818 packets
enqueue queue[1]:  819 packets
enqueue queue[1]:  820 packets
enqueue queue[1]:  821 packets
enqueue queue[1]:  822 packets
enqueue queue[1]:  823 packets
enqueue queue[1]:  824 packets
enqueue queue[1]:  825 packets
enqueue queue[1]:  826 packets
enqueue queue[1]:  827 packets
enqueue queue[1]:  828 packets
enqueue queue[1]:  829 packets
enqueue queue[1]:  830 packets
enqueue queue[1]:  831 packets
enqueue queue[1]:  832 packets
enqueue queue[1]:  833 packets
enqueue queue[1]:  834 packets
enqueue queue[1]:  835 packets
enqueue queue[1]:  836 packets
enqueue queue[1]:  837 packets
enqueue queue[1]:  838 packets
enqueue queue[1]:  839 packets
enqueue queue[1]:  840 packets
enqueue queue[1]:  841 packets
enqueue queue[1]:  842 packets
enqueue queue[1]:  843 packets
enqueue queue[1]:  844 packets
enqueue queue[1]:  845 packets
enqueue queue[1]:  846 packets
enqueue queue[1]:  847 packets
enqueue queue[1]:  848 packets
enqueue queue[1]:  849 packets
enqueue queue[1]:  850 packets
enqueue queue[1]:  851 packets
enqueue queue[1]:  852 packets
enqueue queue[1]:  853 packets
enqueue queue[1]:  854 packets
enqueue queue[1]:  855 packets
enqueue queue[1]:  856 packets
enqueue queue[1]:  857 packets
enqueue queue[1]:  858 packets
enqueue queue[1]:  859 packets
enqueue queue[1]:  860 packets
enqueue queue[1]:  861 packets
enqueue queue[1]:  862 packets
enqueue queue[1]:  863 packets
enqueue queue[1]:  864 packets
enqueue queue[1]:  865 packets
enqueue queue[1]:  866 packets
enqueue queue[1]:  867 packets
enqueue queue[1]:  868 packets
enqueue queue[1]:  869 packets
enqueue queue[1]:  870 packets
enqueue queue[1]:  871 packets
enqueue queue[1]:  872 packets
enqueue queue[1]:  873 packets
enqueue queue[1]:  874 packets
enqueue queue[1]:  875 packets
enqueue queue[1]:  876 packets
enqueue queue[1]:  877 packets
enqueue queue[1]:  878 packets
enqueue queue[1]:  879 packets
enqueue queue[1]:  880 packets
enqueue queue[1]:  881 packets
enqueue queue[1]:  882 packets
enqueue queue[1]:  883 packets
enqueue queue[1]:  884 packets
enqueue queue[1]:  885 packets
enqueue queue[1]:  886 packets
enqueue queue[1]:  887 packets
enqueue queue[1]:  888 packets
enqueue queue[1]:  889 packets
enqueue queue[1]:  890 packets
enqueue queue[1]:  891 packets
enqueue queue[1]:  892 packets
enqueue queue[1]:  893 packets
enqueue queue[1]:  894 packets
enqueue queue[1]:  895 packets
enqueue queue[1]:  896 packets
enqueue queue[1]:  897 packets
enqueue queue[1]:  898 packets
enqueue queue[1]:  899 packets
enqueue queue[1]:  900 packets
enqueue queue[1]:  901 packets
enqueue queue[1]:  902 packets
enqueue queue[1]:  903 packets
enqueue queue[1]:  904 packets
enqueue queue[1]:  905 packets
enqueue queue[1]:  906 packets
enqueue queue[1]:  907 packets
enqueue queue[1]:  908 packets
enqueue queue[1]:  909 packets
enqueue queue[1]:  910 packets
enqueue queue[1]:  911 packets
enqueue queue[1]:  912 packets
enqueue queue[1]:  913 packets
enqueue queue[1]:  914 packets
enqueue queue[1]:  915 packets
enqueue queue[1]:  916 packets
enqueue queue[1]:  917 packets
enqueue queue[1]:  918 packets
enqueue queue[1]:  919 packets
enqueue queue[1]:  920 packets
enqueue queue[1]:  921 packets
enqueue queue[1]:  922 packets
enqueue queue[1]:  923 packets
enqueue queue[1]:  924 packets
enqueue queue[1]:  925 packets
enqueue queue[1]:  926 packets
enqueue queue[1]:  927 packets
enqueue queue[1]:  928 packets
enqueue queue[1]:  929 packets
enqueue queue[1]:  930 packets
enqueue queue[1]:  931 packets
enqueue queue[1]:  932 packets
enqueue queue[1]:  933 packets
enqueue queue[1]:  934 packets
enqueue queue[1]:  935 packets
enqueue queue[1]:  936 packets
enqueue queue[1]:  937 packets
enqueue queue[1]:  938 packets
enqueue queue[1]:  939 packets
enqueue queue[1]:  940 packets
enqueue queue[1]:  941 packets
enqueue queue[1]:  942 packets
enqueue queue[1]:  943 packets
enqueue queue[1]:  944 packets
enqueue queue[1]:  945 packets
enqueue queue[1]:  946 packets
enqueue queue[1]:  947 packets
enqueue queue[1]:  948 packets
enqueue queue[1]:  949 packets
enqueue queue[1]:  950 packets
enqueue queue[1]:  951 packets
enqueue queue[1]:  952 packets
enqueue queue[1]:  953 packets
enqueue queue[1]:  954 packets
enqueue queue[1]:  955 packets
enqueue queue[1]:  956 packets
enqueue queue[1]:  957 packets
enqueue queue[1]:  958 packets
enqueue queue[1]:  959 packets
enqueue queue[1]:  960 packets
enqueue queue[1]:  961 packets
enqueue queue[1]:  962 packets
enqueue queue[1]:  963 packets
enqueue queue[1]:  964 packets
enqueue queue[1]:  965 packets
enqueue queue[1]:  966 packets
enqueue queue[1]:  967 packets
enqueue queue[1]:  968 packets
enqueue queue[1]:  969 packets
enqueue queue[1]:  970 packets
enqueue queue[1]:  971 packets
enqueue queue[1]:  972 packets
enqueue queue[1]:  973 packets
enqueue queue[1]:  974 packets
enqueue queue[1]:  975 packets
enqueue queue[1]:  976 packets
enqueue queue[1]:  977 packets
enqueue queue[1]:  978 packets
enqueue queue[1]:  979 packets
enqueue queue[1]:  980 packets
enqueue queue[1]:  981 packets
enqueue queue[1]:  982 packets
enqueue queue[1]:  983 packets
enqueue queue[1]:  984 packets
enqueue queue[1]:  985 packets
enqueue queue[1]:  986 packets
enqueue queue[1]:  987 packets
enqueue queue[1]:  988 packets
enqueue queue[1]:  989 packets
enqueue queue[1]:  990 packets
enqueue queue[1]:  991 packets
enqueue queue[1]:  992 packets
enqueue queue[1]:  993 packets
enqueue queue[1]:  994 packets
enqueue queue[1]:  995 packets
enqueue queue[1]:  996 packets
enqueue queue[1]:  997 packets
enqueue queue[1]:  998 packets
enqueue queue[1]:  999 packets
dequeue queue[0]:  1000 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  999 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  998 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  997 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  996 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  995 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  994 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  993 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  992 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  991 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  990 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  989 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  988 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  987 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  986 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  985 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  984 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  983 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  982 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  981 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  980 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  979 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  978 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  977 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  976 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  975 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  974 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  973 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  972 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  971 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  970 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  969 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  968 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  967 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  966 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  965 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  964 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  963 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  962 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  961 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  960 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  959 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  958 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  957 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  956 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  955 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  954 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  953 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  952 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  951 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  950 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  949 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  948 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  947 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  946 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  945 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  944 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  943 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  942 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  941 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  940 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  939 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  938 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  937 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  936 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  935 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  934 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[0]:  933 packets
it.key: 0
len(active): 1
len(descs): 2
dequeue queue[1]:  1000 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  999 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  998 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  997 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  996 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  995 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  994 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  993 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  992 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  991 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  990 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  989 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  988 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  987 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  986 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  985 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  984 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  983 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  982 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  981 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  980 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  979 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  978 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  977 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  976 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  975 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  974 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  973 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  972 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  971 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  970 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  969 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  968 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  967 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  966 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  965 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  964 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  963 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  962 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  961 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  960 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  959 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  958 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  957 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  956 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  955 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  954 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  953 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  952 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  951 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  950 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  949 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  948 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  947 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  946 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  945 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  944 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  943 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  942 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  932 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  931 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  930 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  929 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  928 packets
